1102344568 0 0 0 0 167840 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1102345299 0 0 0 0 167840 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1102857504 0 0 0 0 167840 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1102866793 0 0 0 0 167840 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
1102902463 0 0 17 0 167840 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
1103477163 0 0 17 0 167840 0 149237 0 0 0 0 0 0 0 0 0 0 0 0 0
1103477194 0 0 17 0 167840 0 149242 0 0 0 0 0 0 0 0 0 0 0 0 0
1104075708 0 0 34 0 167840 0 149242 0 0 0 0 0 0 0 0 0 0 0 0 0
1104201003 0 0 58 0 167840 0 149242 0 0 0 0 0 0 0 0 0 0 0 0 0
1104209348 0 0 58 0 167969 0 149242 0 0 0 0 0 0 0 0 0 0 0 0 0
1104209963 0 0 58 0 168055 0 149242 0 0 0 0 0 0 0 0 0 0 0 0 0
1104210971 0 0 70 0 168055 0 149242 0 0 0 0 0 0 0 0 0 0 0 0 0
1104218570 0 0 78 0 168055 0 149242 0 0 0 0 0 0 0 0 0 0 0 0 0
1104218628 0 0 79 0 168055 0 149242 0 0 0 0 0 0 0 0 0 0 0 0 0
1104524443 0 0 79 0 168055 0 149361 0 0 0 0 0 0 0 0 0 0 0 0 0
1104524488 0 0 79 0 168055 0 149368 0 0 0 0 0 0 0 0 0 0 0 0 0
1104721092 0 0 169 0 168055 0 149368 0 0 0 0 0 0 0 0 0 0 0 0 0
1106666545 0 0 169 0 168096 0 149368 0 0 0 0 0 0 0 0 0 0 0 0 0
1106701626 0 0 182 0 168096 0 149368 0 0 0 0 0 0 0 0 0 0 0 0 0
1106965313 0 0 182 0 168105 0 149368 0 0 0 0 0 0 0 0 0 0 0 0 0
1107793022 0 0 182 0 168107 0 149368 0 0 0 0 0 0 0 0 0 0 0 0 0
1107793065 0 0 182 0 168108 0 149368 0 0 0 0 0 0 0 0 0 0 0 0 0
1107794319 0 0 182 0 168124 0 149368 0 0 0 0 0 0 0 0 0 0 0 0 0
1108224798 0 0 182 0 168124 0 149384 0 0 0 0 0 0 0 0 0 0 0 0 0
1108224805 0 0 182 0 168124 0 149393 0 0 0 0 0 0 0 0 0 0 0 0 0
1108406152 0 0 182 0 168124 0 149393 0 0 0 0 0 0 0 0 0 0 0 0 0
1108745424 0 0 182 0 168124 0 149397 0 0 0 0 0 0 0 0 0 0 0 0 0
1108745433 0 0 182 0 168124 0 149403 0 0 0 0 0 0 0 0 0 0 0 0 0
1108745440 0 0 182 0 168124 0 149405 0 0 0 0 0 0 0 0 0 0 0 0 0
1108771933 0 0 182 0 168124 0 149409 0 0 0 0 0 0 0 0 0 0 0 0 0
1108771950 0 0 182 0 168124 0 149562 0 0 0 0 0 0 0 0 0 0 0 0 0
1108771980 0 0 182 0 168124 0 149562 0 0 0 0 0 0 0 0 0 0 0 0 0
1108771989 0 0 182 0 168124 0 149608 0 0 0 0 0 0 0 0 0 0 0 0 0
1108771998 0 0 182 0 168124 0 149627 0 0 0 0 0 0 0 0 0 0 0 0 0
1108801415 0 0 182 0 168124 0 149634 0 0 0 0 0 0 0 0 0 0 0 0 0
1108801425 0 0 182 0 168124 0 149645 0 0 0 0 0 0 0 0 0 0 0 0 0
1108801437 0 0 182 0 168124 0 149646 0 0 0 0 0 0 0 0 0 0 0 0 0
1108803013 0 0 182 0 168124 0 149648 0 0 0 0 0 0 0 0 0 0 0 0 0
1108811726 0 0 205 0 168124 0 149648 0 0 0 0 0 0 0 0 0 0 0 0 0
1108827766 0 0 205 0 168125 0 149648 0 0 0 0 0 0 0 0 0 0 0 0 0
1108865017 0 0 205 0 168125 0 149651 0 0 0 0 0 0 0 0 0 0 0 0 0
1108911787 0 0 205 0 168125 0 149652 0 0 0 0 0 0 0 0 0 0 0 0 0
1108914472 0 0 205 0 168125 0 149659 0 0 0 0 0 0 0 0 0 0 0 0 0
1108914479 0 0 205 0 168125 0 149666 0 0 0 0 0 0 0 0 0 0 0 0 0
1109220765 0 0 217 0 168125 0 149666 0 0 0 0 0 0 0 0 0 0 0 0 0
1109230713 0 0 250 0 168125 0 149666 0 0 0 0 0 0 0 0 0 0 0 0 0
1109234987 0 0 250 0 168140 0 149666 0 0 0 0 0 0 0 0 0 0 0 0 0
1109300600 0 0 250 0 168140 0 149674 0 0 0 0 0 0 0 0 0 0 0 0 0
1109300601 0 0 250 0 168140 0 149674 0 0 0 0 0 0 0 0 0 0 0 0 0
1109300612 0 0 250 0 168140 0 149700 0 0 0 0 0 0 0 0 0 0 0 0 0
1109300614 0 0 250 0 168140 0 149712 0 0 0 0 0 0 0 0 0 0 0 0 0
1109300616 0 0 250 0 168140 0 149728 0 0 0 0 0 0 0 0 0 0 0 0 0
1109300618 0 0 250 0 168140 0 149734 0 0 0 0 0 0 0 0 0 0 0 0 0
